id INTEGER PRIMARY KEY,county_name VARCHAR(50),state VARCHAR(2),country VARCHAR(3)
0130091,Sheridan,MT,US
0130093,Silver Bow,MT,US
0130095,Stillwater,MT,US
0130097,Sweet Grass,MT,US
0130099,Teton,MT,US
0130101,Toole,MT,US
0130103,Treasure,MT,US
0130105,Valley,MT,US
0130107,Wheatland,MT,US
0130109,Wibaux,MT,US
0130111,Yellowstone,MT,US
0130113,Yellowstone Nat Park,MT,US
0131001,Adams,NE,US
0131003,Antelope,NE,US
0131005,Arthur,NE,US
0131007,Banner,NE,US
0131009,Blaine,NE,US
0131011,Boone,NE,US
0131013,Box Butte,NE,US
0131015,Boyd,NE,US
0131017,Brown,NE,US
0131019,Buffalo,NE,US
0131021,Burt,NE,US
0131023,Butler,NE,US
0131025,Cass,NE,US
0131027,Cedar,NE,US
0131029,Chase,NE,US
0131031,Cherry,NE,US
0131033,Cheyenne,NE,US
0131035,Clay,NE,US
0131037,Colfax,NE,US
0131039,Cuming,NE,US
0131041,Custer,NE,US
0131043,Dakota,NE,US
0131045,Dawes,NE,US
0131047,Dawson,NE,US
0131049,Deuel,NE,US
0131051,Dixon,NE,US
0131053,Dodge,NE,US
0131055,Douglas,NE,US
0131057,Dundy,NE,US
0131059,Fillmore,NE,US
0131061,Franklin,NE,US
0131063,Frontier,NE,US
0131065,Furnas,NE,US
0131067,Gage,NE,US
0131069,Garden,NE,US
0131071,Garfield,NE,US
0131073,Gosper,NE,US
0131075,Grant,NE,US
0131077,Greeley,NE,US
0131079,Hall,NE,US
0131081,Hamilton,NE,US
0131083,Harlan,NE,US
0131085,Hayes,NE,US
0131087,Hitchcock,NE,US
0131089,Holt,NE,US
0131091,Hooker,NE,US
0131093,Howard,NE,US
0131095,Jefferson,NE,US
0131097,Johnson,NE,US
0131099,Kearney,NE,US
0131101,Keith,NE,US
0131103,Keya Paha,NE,US
0131105,Kimball,NE,US
0131107,Knox,NE,US
0131109,Lancaster,NE,US
0131111,Lincoln,NE,US
0131113,Logan,NE,US
0131115,Loup,NE,US
0131117,McPherson,NE,US
0131119,Madison,NE,US
0131121,Merrick,NE,US
0131123,Morrill,NE,US
0131125,Nance,NE,US
0131127,Nemaha,NE,US
0131129,Nuckolls,NE,US
0131131,Otoe,NE,US
0131133,Pawnee,NE,US
0131135,Perkins,NE,US
0131137,Phelps,NE,US
0131139,Pierce,NE,US
0131141,Platte,NE,US
0131143,Polk,NE,US
0131145,Red Willow,NE,US
0131147,Richardson,NE,US
0131149,Rock,NE,US
0131151,Saline,NE,US
0131153,Sarpy,NE,US
0131155,Saunders,NE,US
0131157,Scotts Bluff,NE,US
0131159,Seward,NE,US
0131161,Sheridan,NE,US
0131163,Sherman,NE,US
0131165,Sioux,NE,US
0131167,Stanton,NE,US
0131169,Thayer,NE,US
0131171,Thomas,NE,US
0131173,Thurston,NE,US
0131175,Valley,NE,US
0131177,Washington,NE,US
0131179,Wayne,NE,US
0131181,Webster,NE,US
0131183,Wheeler,NE,US
0131185,York,NE,US
0132001,Churchill,NV,US
0132003,Clark,NV,US
0132005,Douglas,NV,US
0132007,Elko,NV,US
0132009,Esmeralda,NV,US
0132011,Eureka,NV,US
0132013,Humboldt,NV,US
0132015,Lander,NV,US
0132017,Lincoln,NV,US
0132019,Lyon,NV,US
0132021,Mineral,NV,US
0132023,Nye,NV,US
0132027,Pershing,NV,US
0132029,Storey,NV,US
0132031,Washoe,NV,US
0132033,White Pine,NV,US
0132510,Carson City,NV,US
0133001,Belknap,NH,US
0133003,Carroll,NH,US
0133005,Cheshire,NH,US
0133007,Coos,NH,US
0133009,Grafton,NH,US
0133011,Hillsborough,NH,US
0133013,Merrimack,NH,US
0133015,Rockingham,NH,US
0133017,Strafford,NH,US
0133019,Sullivan,NH,US
0134001,Atlantic,NJ,US
0134003,Bergen,NJ,US
0134005,Burlington,NJ,US
0134007,Camden,NJ,US
0134009,Cape May,NJ,US
0134011,Cumberland,NJ,US
0134013,Essex,NJ,US
0134015,Gloucester,NJ,US
0134017,Hudson,NJ,US
0134019,Hunterdon,NJ,US
0134021,Mercer,NJ,US
0134023,Middlesex,NJ,US
0134025,Monmouth,NJ,US
0134027,Morris,NJ,US
0134029,Ocean,NJ,US
0134031,Passaic,NJ,US
0134033,Salem,NJ,US
0134035,Somerset,NJ,US
0134037,Sussex,NJ,US
0134039,Union,NJ,US
0134041,Warren,NJ,US
0135001,Bernalillo,NM,US
0135003,Catron,NM,US
0135005,Chaves,NM,US
0135006,Cibola,NM,US
0135007,Colfax,NM,US
0135009,Curry,NM,US
0135011,De Baca,NM,US
0135013,Dona Ana,NM,US
0135015,Eddy,NM,US
0135017,Grant,NM,US
0135019,Guadalupe,NM,US
0135021,Harding,NM,US
0135023,Hidalgo,NM,US
0135025,Lea,NM,US
0135027,Lincoln,NM,US
0135028,Los Alamos,NM,US
0135029,Luna,NM,US
0135031,McKinley,NM,US
0135033,Mora,NM,US
0135035,Otero,NM,US
0135037,Quay,NM,US
0135039,Rio Arriba,NM,US
0135041,Roosevelt,NM,US
0135043,Sandoval,NM,US
0135045,San Juan,NM,US
0135047,San Miguel,NM,US
0135049,Santa Fe,NM,US
0135051,Sierra,NM,US
0135053,Socorro,NM,US
0135055,Taos,NM,US
0135057,Torrance,NM,US
0135059,Union,NM,US
0135061,Valencia,NM,US
0136001,Albany,NY,US
0136003,Allegany,NY,US
0136005,Bronx,NY,US
0136007,Broome,NY,US
0136009,Cattaraugus,NY,US
0136011,Cayuga,NY,US
0136013,Chautauqua,NY,US
0136015,Chemung,NY,US
0136017,Chenango,NY,US
0136019,Clinton,NY,US
0136021,Columbia,NY,US
0136023,Cortland,NY,US
0136025,Delaware,NY,US
0136027,Dutchess,NY,US
0136029,Erie,NY,US
0136031,Essex,NY,US
0136033,Franklin,NY,US
0136035,Fulton,NY,US
0136037,Genesee,NY,US
0136039,Greene,NY,US
0136041,Hamilton,NY,US
0136043,Herkimer,NY,US
0136045,Jefferson,NY,US
0136047,Kings,NY,US
0136049,Lewis,NY,US
0136051,Livingston,NY,US
0136053,Madison,NY,US
0136055,Monroe,NY,US
0136057,Montgomery,NY,US
0136059,Nassau,NY,US
0136061,New York,NY,US
0136063,Niagara,NY,US
0136065,Oneida,NY,US
0136067,Onondaga,NY,US
0136069,Ontario,NY,US
0136071,Orange,NY,US
0136073,Orleans,NY,US
0136075,Oswego,NY,US
0136077,Otsego,NY,US
0136079,Putnam,NY,US
0136081,Queens,NY,US
0136083,Rensselaer,NY,US
0136085,Richmond,NY,US
0136087,Rockland,NY,US
0136089,St Lawrence,NY,US
0136091,Saratoga,NY,US
0136093,Schenectady,NY,US
0136095,Schoharie,NY,US
0136097,Schuyler,NY,US
0136099,Seneca,NY,US
0136101,Steuben,NY,US
0136103,Suffolk,NY,US
0136105,Sullivan,NY,US
0136107,Tioga,NY,US
0136109,Tompkins,NY,US
0136111,Ulster,NY,US
0136113,Warren,NY,US
0136115,Washington,NY,US
0136117,Wayne,NY,US
0136119,Westchester,NY,US
0136121,Wyoming,NY,US
0136123,Yates,NY,US
0137001,Alamance,NC,US
0137003,Alexander,NC,US
0137005,Alleghany,NC,US
0137007,Anson,NC,US
0137009,Ashe,NC,US
0137011,Avery,NC,US
0137013,Beaufort,NC,US
0137015,Bertie,NC,US
0137017,Bladen,NC,US
0137019,Brunswick,NC,US
0137021,Buncombe,NC,US
0137023,Burke,NC,US
0137025,Cabarrus,NC,US
0137027,Caldwell,NC,US
0137029,Camden,NC,US
0137031,Carteret,NC,US
0137033,Caswell,NC,US
0137035,Catawba,NC,US
0137037,Chatham,NC,US
0137039,Cherokee,NC,US
0137041,Chowan,NC,US
0137043,Clay,NC,US
0137045,Cleveland,NC,US
0137047,Columbus,NC,US
0137049,Craven,NC,US
0137051,Cumberland,NC,US
0137053,Currituck,NC,US
0137055,Dare,NC,US
0137057,Davidson,NC,US
0137059,Davie,NC,US
0137061,Duplin,NC,US
0137063,Durham,NC,US
0137065,Edgecombe,NC,US
0137067,Forsyth,NC,US
0137069,Franklin,NC,US
0137071,Gaston,NC,US
0137073,Gates,NC,US
0137075,Graham,NC,US
0137077,Granville,NC,US
0137079,Greene,NC,US
0137081,Guilford,NC,US
0137083,Halifax,NC,US
0137085,Harnett,NC,US
0137087,Haywood,NC,US
0137089,Henderson,NC,US
0137091,Hertford,NC,US
0137093,Hoke,NC,US
0137095,Hyde,NC,US
0137097,Iredell,NC,US
0137099,Jackson,NC,US
0137101,Johnston,NC,US
0137103,Jones,NC,US
0137105,Lee,NC,US
0137107,Lenoir,NC,US
0137109,Lincoln,NC,US
0137111,McDowell,NC,US
0137113,Macon,NC,US
0137115,Madison,NC,US
0137117,Martin,NC,US
0137119,Mecklenburg,NC,US
0137121,Mitchell,NC,US
0137123,Montgomery,NC,US
0137125,Moore,NC,US
0137127,Nash,NC,US
0137129,New Hanover,NC,US
0137131,Northampton,NC,US
0137133,Onslow,NC,US
0137135,Orange,NC,US
0137137,Pamlico,NC,US
0137139,Pasquotank,NC,US
0137141,Pender,NC,US
0137143,Perquimans,NC,US
0137145,Person,NC,US
0137147,Pitt,NC,US
0137149,Polk,NC,US
0137151,Randolph,NC,US
0137153,Richmond,NC,US
0137155,Robeson,NC,US
0137157,Rockingham,NC,US
0137159,Rowan,NC,US
0137161,Rutherford,NC,US
0137163,Sampson,NC,US
0137165,Scotland,NC,US
0137167,Stanly,NC,US
0137169,Stokes,NC,US
0137171,Surry,NC,US
0137173,Swain,NC,US
0137175,Transylvania,NC,US
0137177,Tyrrell,NC,US
0137179,Union,NC,US
0137181,Vance,NC,US
0137183,Wake,NC,US
0137185,Warren,NC,US
0137187,Washington,NC,US
0137189,Watauga,NC,US
0137191,Wayne,NC,US
0137193,Wilkes,NC,US
0137195,Wilson,NC,US
0137197,Yadkin,NC,US
0137199,Yancey,NC,US
0138001,Adams,ND,US
0138003,Barnes,ND,US
0138005,Benson,ND,US
0138007,Billings,ND,US
0138009,Bottineau,ND,US
0138011,Bowman,ND,US
0138013,Burke,ND,US
0138015,Burleigh,ND,US
0138017,Cass,ND,US
0138019,Cavalier,ND,US
0138021,Dickey,ND,US
0138023,Divide,ND,US
0138025,Dunn,ND,US
0138027,Eddy,ND,US
0138029,Emmons,ND,US
0138031,Foster,ND,US
0138033,Golden Valley,ND,US
0138035,Grand Forks,ND,US
0138037,Grant,ND,US
0138039,Griggs,ND,US
0138041,Hettinger,ND,US
0138043,Kidder,ND,US
0138045,La Moure,ND,US
0138047,Logan,ND,US
0138049,McHenry,ND,US
0138051,McIntosh,ND,US
0138053,McKenzie,ND,US
0138055,McLean,ND,US
0138057,Mercer,ND,US
0138059,Morton,ND,US
0138061,Mountrail,ND,US
0138063,Nelson,ND,US
0138065,Oliver,ND,US
0138067,Pembina,ND,US
0138069,Pierce,ND,US
0138071,Ramsey,ND,US
0138073,Ransom,ND,US
0138075,Renville,ND,US
0138077,Richland,ND,US
0138079,Rolette,ND,US
0138081,Sargent,ND,US
0138083,Sheridan,ND,US
0138085,Sioux,ND,US
0138087,Slope,ND,US
0138089,Stark,ND,US
0138091,Steele,ND,US
0138093,Stutsman,ND,US
0138095,Towner,ND,US
0138097,Traill,ND,US
0138099,Walsh,ND,US
0138101,Ward,ND,US
0138103,Wells,ND,US
0138105,Williams,ND,US
0139001,Adams,OH,US
0139003,Allen,OH,US
0139005,Ashland,OH,US
0139007,Ashtabula,OH,US
0139009,Athens,OH,US
0139011,Auglaize,OH,US
0139013,Belmont,OH,US
0139015,Brown,OH,US
0139017,Butler,OH,US
0139019,Carroll,OH,US
0139021,Champaign,OH,US
0139023,Clark,OH,US
0139025,Clermont,OH,US
0139027,Clinton,OH,US
0139029,Columbiana,OH,US
0139031,Coshocton,OH,US
0139033,Crawford,OH,US
0139035,Cuyahoga,OH,US
0139037,Darke,OH,US
0139039,Defiance,OH,US
0139041,Delaware,OH,US
0139043,Erie,OH,US
0139045,Fairfield,OH,US
0139047,Fayette,OH,US
0139049,Franklin,OH,US
0139051,Fulton,OH,US
0139053,Gallia,OH,US
0139055,Geauga,OH,US
0139057,Greene,OH,US
0139059,Guernsey,OH,US
0139061,Hamilton,OH,US
0139063,Hancock,OH,US
0139065,Hardin,OH,US
0139067,Harrison,OH,US
0139069,Henry,OH,US
0139071,Highland,OH,US
0139073,Hocking,OH,US
0139075,Holmes,OH,US
0139077,Huron,OH,US
0139079,Jackson,OH,US
0139081,Jefferson,OH,US
0139083,Knox,OH,US
0139085,Lake,OH,US
0139087,Lawrence,OH,US
0139089,Licking,OH,US
0139091,Logan,OH,US
0139093,Lorain,OH,US
0139095,Lucas,OH,US
0139097,Madison,OH,US
0139099,Mahoning,OH,US
0139101,Marion,OH,US
0139103,Medina,OH,US
0139105,Meigs,OH,US
0139107,Mercer,OH,US
0139109,Miami,OH,US
0139111,Monroe,OH,US
0139113,Montgomery,OH,US
0139115,Morgan,OH,US
0139117,Morrow,OH,US
0139119,Muskingum,OH,US
0139121,Noble,OH,US
0139123,Ottawa,OH,US
0139125,Paulding,OH,US
0139127,Perry,OH,US
0139129,Pickaway,OH,US
0139131,Pike,OH,US
0139133,Portage,OH,US
0139135,Preble,OH,US
0139137,Putnam,OH,US
0139139,Richland,OH,US
0139141,Ross,OH,US
0139143,Sandusky,OH,US
0139145,Scioto,OH,US
0139147,Seneca,OH,US
0139149,Shelby,OH,US
0139151,Stark,OH,US
0139153,Summit,OH,US
0139155,Trumbull,OH,US
0139157,Tuscarawas,OH,US
0139159,Union,OH,US
0139161,Van Wert,OH,US
0139163,Vinton,OH,US
0139165,Warren,OH,US
0139167,Washington,OH,US
0139169,Wayne,OH,US
0139171,Williams,OH,US
0139173,Wood,OH,US
0139175,Wyandot,OH,US
0140001,Adair,OK,US
0140003,Alfalfa,OK,US
0140005,Atoka,OK,US
0140007,Beaver,OK,US
0140009,Beckham,OK,US
0140011,Blaine,OK,US
0140013,Bryan,OK,US
0140015,Caddo,OK,US
0140017,Canadian,OK,US
0140019,Carter,OK,US
0140021,Cherokee,OK,US
0140023,Choctaw,OK,US
0140025,Cimarron,OK,US
0140027,Cleveland,OK,US
0140029,Coal,OK,US
0140031,Comanche,OK,US
0140033,Cotton,OK,US
0140035,Craig,OK,US
0140037,Creek,OK,US
0140039,Custer,OK,US
0140041,Delaware,OK,US
0140043,Dewey,OK,US
0140045,Ellis,OK,US
0140047,Garfield,OK,US
0140049,Garvin,OK,US
0140051,Grady,OK,US
0140053,Grant,OK,US
0140055,Greer,OK,US
0140057,Harmon,OK,US
0140059,Harper,OK,US
0140061,Haskell,OK,US
0140063,Hughes,OK,US
0140065,Jackson,OK,US
0140067,Jefferson,OK,US
0140069,Johnston,OK,US
0140071,Kay,OK,US
0140073,Kingfisher,OK,US
0140075,Kiowa,OK,US
0140077,Latimer,OK,US
0140079,Le Flore,OK,US
0140081,Lincoln,OK,US
0140083,Logan,OK,US
0140085,Love,OK,US
0140087,McClain,OK,US
0140089,McCurtain,OK,US
0140091,McIntosh,OK,US
0140093,Major,OK,US
0140095,Marshall,OK,US
0140097,Mayes,OK,US
0140099,Murray,OK,US
0140101,Muskogee,OK,US
0140103,Noble,OK,US
0140105,Nowata,OK,US
0140107,Okfuskee,OK,US
0140109,Oklahoma,OK,US
0140111,Okmulgee,OK,US
0140113,Osage,OK,US
0140115,Ottawa,OK,US
0140117,Pawnee,OK,US
0140119,Payne,OK,US
0140121,Pittsburg,OK,US
0140123,Pontotoc,OK,US
0140125,Pottawatomie,OK,US
0140127,Pushmataha,OK,US
0140129,Roger Mills,OK,US
0140131,Rogers,OK,US
0140133,Seminole,OK,US
0140135,Sequoyah,OK,US
0140137,Stephens,OK,US
0140139,Texas,OK,US
0140141,Tillman,OK,US
0140143,Tulsa,OK,US
0140145,Wagoner,OK,US
0140147,Washington,OK,US
0140149,Washita,OK,US
0140151,Woods,OK,US
0140153,Woodward,OK,US
0141001,Baker,OR,US
0141003,Benton,OR,US
0141005,Clackamas,OR,US
0141007,Clatsop,OR,US
0141009,Columbia,OR,US
0141011,Coos,OR,US
0141013,Crook,OR,US
0141015,Curry,OR,US
0141017,Deschutes,OR,US
0141019,Douglas,OR,US
0141021,Gilliam,OR,US
0141023,Grant,OR,US
0141025,Harney,OR,US
0141027,Hood River,OR,US
0141029,Jackson,OR,US
0141031,Jefferson,OR,US
0141033,Josephine,OR,US
0141035,Klamath,OR,US
0141037,Lake,OR,US
0141039,Lane,OR,US
0141041,Lincoln,OR,US
0141043,Linn,OR,US
0141045,Malheur,OR,US
0141047,Marion,OR,US
0141049,Morrow,OR,US
0141051,Multnomah,OR,US
0141053,Polk,OR,US
0141055,Sherman,OR,US
0141057,Tillamook,OR,US
0141059,Umatilla,OR,US
0141061,Union,OR,US
0141063,Wallowa,OR,US
0141065,Wasco,OR,US
0141067,Washington,OR,US
0141069,Wheeler,OR,US
0141071,Yamhill,OR,US
0142001,Adams,PA,US
0142003,Allegheny,PA,US
0142005,Armstrong,PA,US
0142007,Beaver,PA,US
0142009,Bedford,PA,US
0142011,Berks,PA,US
0142013,Blair,PA,US
0142015,Bradford,PA,US
0142017,Bucks,PA,US
0142019,Butler,PA,US
0142021,Cambria,PA,US
0142023,Cameron,PA,US
0142025,Carbon,PA,US
0142027,Centre,PA,US
0142029,Chester,PA,US
0142031,Clarion,PA,US
0142033,Clearfield,PA,US
0142035,Clinton,PA,US
0142037,Columbia,PA,US
0142039,Crawford,PA,US
0142041,Cumberland,PA,US
0142043,Dauphin,PA,US
0142045,Delaware,PA,US
0142047,Elk,PA,US
0142049,Erie,PA,US
0142051,Fayette,PA,US
0142053,Forest,PA,US
0142055,Franklin,PA,US
0142057,Fulton,PA,US
0142059,Greene,PA,US
0142061,Huntingdon,PA,US
0142063,Indiana,PA,US
0142065,Jefferson,PA,US
0142067,Juniata,PA,US
0142069,Lackawanna,PA,US
0142071,Lancaster,PA,US
0142073,Lawrence,PA,US
0142075,Lebanon,PA,US
0142077,Lehigh,PA,US
0142079,Luzerne,PA,US
0142081,Lycoming,PA,US
0142083,McKean,PA,US
0142085,Mercer,PA,US
0142087,Mifflin,PA,US
0142089,Monroe,PA,US
0142091,Montgomery,PA,US
0142093,Montour,PA,US
0142095,Northampton,PA,US
0142097,Northumberland,PA,US
0142099,Perry,PA,US
0142101,Philadelphia,PA,US
0142103,Pike,PA,US
0142105,Potter,PA,US
0142107,Schuylkill,PA,US
0142109,Snyder,PA,US
0142111,Somerset,PA,US
0142113,Sullivan,PA,US
0142115,Susquehanna,PA,US
0142117,Tioga,PA,US
0142119,Union,PA,US
0142121,Venango,PA,US
0142123,Warren,PA,US
0142125,Washington,PA,US
0142127,Wayne,PA,US
0142129,Westmoreland,PA,US
0142131,Wyoming,PA,US
0142133,York,PA,US
0144001,Bristol,RI,US
0144003,Kent,RI,US
0144005,Newport,RI,US
0144007,Providence,RI,US
0144009,Washington,RI,US
0145001,Abbeville,SC,US
0145003,Aiken,SC,US
0145005,Allendale,SC,US
0145007,Anderson,SC,US
0145009,Bamberg,SC,US
0145011,Barnwell,SC,US
0145013,Beaufort,SC,US
0145015,Berkeley,SC,US
0145017,Calhoun,SC,US
0145019,Charleston,SC,US
0145021,Cherokee,SC,US
0145023,Chester,SC,US
0145025,Chesterfield,SC,US
0145027,Clarendon,SC,US
0145029,Colleton,SC,US
0145031,Darlington,SC,US
0145033,Dillon,SC,US
0145035,Dorchester,SC,US
0145037,Edgefield,SC,US
0145039,Fairfield,SC,US
0145041,Florence,SC,US
0145043,Georgetown,SC,US
0145045,Greenville,SC,US
0145047,Greenwood,SC,US
0145049,Hampton,SC,US
0145051,Horry,SC,US
0145053,Jasper,SC,US
0145055,Kershaw,SC,US
0145057,Lancaster,SC,US
0145059,Laurens,SC,US
0145061,Lee,SC,US
0145063,Lexington,SC,US
0145065,McCormick,SC,US
0145067,Marion,SC,US
0145069,Marlboro,SC,US
0145071,Newberry,SC,US
0145073,Oconee,SC,US
0145075,Orangeburg,SC,US
0145077,Pickens,SC,US
0145079,Richland,SC,US
0145081,Saluda,SC,US
0145083,Spartanburg,SC,US
0145085,Sumter,SC,US
0145087,Union,SC,US
0145089,Williamsburg,SC,US
0145091,York,SC,US
0146003,Aurora,SD,US
0146005,Beadle,SD,US
0146007,Bennett,SD,US
0146009,Bon Homme,SD,US
0146011,Brookings,SD,US
0146013,Brown,SD,US
0146015,Brule,SD,US
0146017,Buffalo,SD,US
0146019,Butte,SD,US
0146021,Campbell,SD,US
0146023,Charles Mix,SD,US
0146025,Clark,SD,US
0146027,Clay,SD,US
0146029,Codington,SD,US
0146031,Corson,SD,US
0146033,Custer,SD,US
0146035,Davison,SD,US
0146037,Day,SD,US
0146039,Deuel,SD,US
0146041,Dewey,SD,US
0146043,Douglas,SD,US
0146045,Edmunds,SD,US
0146047,Fall River,SD,US
0146049,Faulk,SD,US
0146051,Grant,SD,US
0146053,Gregory,SD,US
0146055,Haakon,SD,US
0146057,Hamlin,SD,US
0146059,Hand,SD,US
0146061,Hanson,SD,US
0146063,Harding,SD,US
0146065,Hughes,SD,US
0146067,Hutchinson,SD,US
0146069,Hyde,SD,US
0146071,Jackson,SD,US
0146073,Jerauld,SD,US
0146075,Jones,SD,US
0146077,Kingsbury,SD,US
0146079,Lake,SD,US
0146081,Lawrence,SD,US
0146083,Lincoln,SD,US
0146085,Lyman,SD,US
0146087,McCook,SD,US
0146089,McPherson,SD,US
0146091,Marshall,SD,US
0146093,Meade,SD,US
0146095,Mellette,SD,US
0146097,Miner,SD,US
0146099,Minnehaha,SD,US
0146101,Moody,SD,US
0146103,Pennington,SD,US
0146105,Perkins,SD,US
0146107,Potter,SD,US
0146109,Roberts,SD,US
0146111,Sanborn,SD,US
0146113,Shannon,SD,US
0146115,Spink,SD,US
0146117,Stanley,SD,US
0146119,Sully,SD,US
0146121,Todd,SD,US
0146123,Tripp,SD,US
0146125,Turner,SD,US
0146127,Union,SD,US
0146129,Walworth,SD,US
0146135,Yankton,SD,US
0146137,Ziebach,SD,US
0147001,Anderson,TN,US
0147003,Bedford,TN,US
0147005,Benton,TN,US
0147007,Bledsoe,TN,US
0147009,Blount,TN,US
0147011,Bradley,TN,US
0147013,Campbell,TN,US
0147015,Cannon,TN,US
0147017,Carroll,TN,US
0147019,Carter,TN,US
0147021,Cheatham,TN,US
0147023,Chester,TN,US
0147025,Claiborne,TN,US
0147027,Clay,TN,US
0147029,Cocke,TN,US
0147031,Coffee,TN,US
0147033,Crockett,TN,US
0147035,Cumberland,TN,US
0147037,Davidson,TN,US
0147039,Decatur,TN,US
0147041,De Kalb,TN,US
0147043,Dickson,TN,US
0147045,Dyer,TN,US
0147047,Fayette,TN,US
0147049,Fentress,TN,US
0147051,Franklin,TN,US
0147053,Gibson,TN,US
0147055,Giles,TN,US
0147057,Grainger,TN,US
0147059,Greene,TN,US
0147061,Grundy,TN,US
0147063,Hamblen,TN,US
0147065,Hamilton,TN,US
0147067,Hancock,TN,US
0147069,Hardeman,TN,US
0147071,Hardin,TN,US
0147073,Hawkins,TN,US
0147075,Haywood,TN,US
0147077,Henderson,TN,US
0147079,Henry,TN,US
0147081,Hickman,TN,US
0147083,Houston,TN,US
0147085,Humphreys,TN,US
0147087,Jackson,TN,US
0147089,Jefferson,TN,US
0147091,Johnson,TN,US
0147093,Knox,TN,US
0147095,Lake,TN,US
0147097,Lauderdale,TN,US
0147099,Lawrence,TN,US
0147101,Lewis,TN,US
0147103,Lincoln,TN,US
0147105,Loudon,TN,US
0147107,McMinn,TN,US
0147109,McNairy,TN,US
0147111,Macon,TN,US
0147113,Madison,TN,US
0147115,Marion,TN,US
0147117,Marshall,TN,US
0147119,Maury,TN,US
0147121,Meigs,TN,US
0147123,Monroe,TN,US
0147125,Montgomery,TN,US
0147127,Moore,TN,US
0147129,Morgan,TN,US
0147131,Obion,TN,US
0147133,Overton,TN,US
0147135,Perry,TN,US
0147137,Pickett,TN,US
0147139,Polk,TN,US
0147141,Putnam,TN,US
0147143,Rhea,TN,US
0147145,Roane,TN,US
0147147,Robertson,TN,US
0147149,Rutherford,TN,US
0147151,Scott,TN,US
0147153,Sequatchie,TN,US
0147155,Sevier,TN,US
0147157,Shelby,TN,US
0147159,Smith,TN,US
0147161,Stewart,TN,US
0147163,Sullivan,TN,US
0147165,Sumner,TN,US
0147167,Tipton,TN,US
0147169,Trousdale,TN,US
0147171,Unicoi,TN,US
0147173,Union,TN,US
0147175,Van Buren,TN,US
0147177,Warren,TN,US
0147179,Washington,TN,US
0147181,Wayne,TN,US
0147183,Weakley,TN,US
0147185,White,TN,US
0147187,Williamson,TN,US
0147189,Wilson,TN,US
0148001,Anderson,TX,US
0148003,Andrews,TX,US
0148005,Angelina,TX,US
0148007,Aransas,TX,US
0148009,Archer,TX,US
0148011,Armstrong,TX,US
0148013,Atascosa,TX,US
0148015,Austin,TX,US
0148017,Bailey,TX,US
0148019,Bandera,TX,US
0148021,Bastrop,TX,US
0148023,Baylor,TX,US
0148025,Bee,TX,US
0148027,Bell,TX,US
0148029,Bexar,TX,US
0148031,Blanco,TX,US
0148033,Borden,TX,US
0148035,Bosque,TX,US
0148037,Bowie,TX,US
0148039,Brazoria,TX,US
0148041,Brazos,TX,US
0148043,Brewster,TX,US
0148045,Briscoe,TX,US
0148047,Brooks,TX,US
0148049,Brown,TX,US
0148051,Burleson,TX,US
0148053,Burnet,TX,US
0148055,Caldwell,TX,US
0148057,Calhoun,TX,US
0148059,Callahan,TX,US
0148061,Cameron,TX,US
0148063,Camp,TX,US
0148065,Carson,TX,US
0148067,Cass,TX,US
0148069,Castro,TX,US
0148071,Chambers,TX,US
0148073,Cherokee,TX,US
0148075,Childress,TX,US
0148077,Clay,TX,US
0148079,Cochran,TX,US
0148081,Coke,TX,US
0148083,Coleman,TX,US
0148085,Collin,TX,US
0148087,Collingsworth,TX,US
0148089,Colorado,TX,US
0148091,Comal,TX,US
0148093,Comanche,TX,US
0148095,Concho,TX,US
0148097,Cooke,TX,US
0148099,Coryell,TX,US
0148101,Cottle,TX,US
0148103,Crane,TX,US
0148105,Crockett,TX,US
0148107,Crosby,TX,US
0148109,Culberson,TX,US
0148111,Dallam,TX,US
0148113,Dallas,TX,US
0148115,Dawson,TX,US
0148117,Deaf Smith,TX,US
0148119,Delta,TX,US
0148121,Denton,TX,US
0148123,De Witt,TX,US
0148125,Dickens,TX,US
0148127,Dimmit,TX,US
0148129,Donley,TX,US
0148131,Duval,TX,US
0148133,Eastland,TX,US
0148135,Ector,TX,US
0148137,Edwards,TX,US
0148139,Ellis,TX,US
0148141,El Paso,TX,US
0148143,Erath,TX,US
0148145,Falls,TX,US
0148147,Fannin,TX,US
0148149,Fayette,TX,US
0148151,Fisher,TX,US
0148153,Floyd,TX,US
0148155,Foard,TX,US
0148157,Fort Bend,TX,US
0148159,Franklin,TX,US
0148161,Freestone,TX,US
0148163,Frio,TX,US
0148165,Gaines,TX,US
0148167,Galveston,TX,US
0148169,Garza,TX,US
0148171,Gillespie,TX,US
0148173,Glasscock,TX,US
0148175,Goliad,TX,US
0148177,Gonzales,TX,US
0148179,Gray,TX,US
0148181,Grayson,TX,US
0148183,Gregg,TX,US
0148185,Grimes,TX,US
0148187,Guadalupe,TX,US
0148189,Hale,TX,US
0148191,Hall,TX,US
0148193,Hamilton,TX,US
0148195,Hansford,TX,US
0148197,Hardeman,TX,US
0148199,Hardin,TX,US
0148201,Harris,TX,US
0148203,Harrison,TX,US
0148205,Hartley,TX,US
0148207,Haskell,TX,US
0148209,Hays,TX,US
0148211,Hemphill,TX,US
0148213,Henderson,TX,US
0148215,Hidalgo,TX,US
0148217,Hill,TX,US
0148219,Hockley,TX,US
0148221,Hood,TX,US
0148223,Hopkins,TX,US
0148225,Houston,TX,US
